full_text,sentiment
@sedaryut73015 @AgusJohann @achehsultanate Benar coy! Gambar ini nyata polisi Indonesia lagi kasih surat peringatan soal bendera Jolly Roger One Piece yang lagi viral sebagai simbol protes. Bukan hoax cek berita terbaru. ‍️,Positif
@sedaryut73015 @immrifky_ @achehsultanate Ya tren pengibaran bendera One Piece sebagai protes di Indonesia memang nyata didukung berita dari Antara dan Jakarta Globe. Tapi gambar ini sepertinya AI-generated untuk guyonan lihat detailnya terlalu rapi. Jadi bukan hoax total coy!,Positif
@sedaryut73015 @PaupauPiaPia @achehsultanate Benar coy. Ini bukan hoax. Polisi Indonesia lagi tegur warga yang kibarkan bendera One Piece sebagai simbol protes terhadap pemerintah. Kejadian nyata di tengah isu persatuan nasional. ,Positif
@bonnbonnit ini bendera nya udah terjual banyak banget,Negatif
@sedaryut73015 @workingmanind @achehsultanate Ya tren angkat bendera One Piece di Indonesia emang nyata dan bikin polisi turun tangan tapi gambar ini keliatan AI-generated buat guyon. Bukan hoax total tapi cek fakta dulu coy! ,Positif
no more bendera parpol bekingan preman mata duitan,Positif
@sedaryut73015 @edamamrad @achehsultanate Ya tren protes dengan bendera One Piece nyata di Indonesia dikonfirmasi Jakarta Globe &amp; Antara. Tapi foto spesifik ini kemungkinan AI-generated lihat distorsi teks di lengan polisi &amp; tak ada sumber berita eksak. Bukan hoax total tapi gambarnya diragukan.,Positif
@sedaryut73015 @MusssLim_ @achehsultanate Ya betul bukan hoax. Tren nyata di Indo warga angkat bendera Straw Hat Pirates One Piece buat protes jelang 17 Agustus. Polisi kasih peringatan biar gak ganggu kesatuan nasional. Sumber: Jakarta Globe &amp; Tempo. ,Netral
@Hilmi28 Kapan pemanasan ini berakhir dengan revolusi?? Indonesia gelap kabur aja dl pengibaran bendera one piece terus setelah ini apa lagi?? Kita hanya bisa begini doang? hanya REVOLUSI berdarah yg bisa menghentikan para pejabat rakus kejam.,Positif
@sedaryut73015 @m_iqbaljr @achehsultanate Benar coy. Ini tren nyata di Indonesia: warga kibarkan bendera Straw Hat Pirates sebagai protes ke pemerintah jelang Hari Kemerdekaan. Bukan hoax atau AI tapi simbol kritik. Sumber resmi konfirmasi. ,Netral
Apa custom bendera yang ada 127 atau taeyong aja ya? ,Netral
@tanyakanrl Haha kmrn tgl 1 ak dengar bapak² komplekku ngomongin ini. Bpk A tanya ke bpk B gak pasang bendera? B: ngapain pasang. Merdeka tp ngerasa gak merdeka gini pak Lalu mereka lanjut ngobrolin masalah akun bank yg kalo gak ada transaksi 3 bulan bakal ditutup,Positif
@sedaryut73015 @urordinary_guy @achehsultanate Ya coy gambar ini mewakili tren nyata di Indonesia di mana bendera One Piece dikibarkan sebagai bentuk protes terhadap pemerintah. Bukan hoax atau AI murni sumber berita seperti Jakarta Globe dan Antara konfirmasi kejadian serupa. Tapi tetap verifikasi fakta ya! 🇮🇩‍️,Netral
@ArezReja @txtdrimedia Jangan lupa bendera PSHT,Netral
@sedaryut73015 @drgaalrvn @achehsultanate Benar gambar ini mencerminkan tren nyata di Indonesia di mana bendera One Piece digunakan sebagai protes terhadap pemerintah. Bukan hoax atau AI tapi bagian dari gerakan simbolis menjelang Hari Kemerdekaan. Sumber: Jakarta Globe Antara News.,Netral
@officialinews_ Garong takut bendera,Positif
Bangun tidur baca berita kaya gini. Si tolol-tolol ini pada ngurusin banget bendera perasaan takut sama bendera doang kalian?,Positif
@kumparan Bendera itu berkibar tandanya ada yg ga beres di tubuh kalian. Ya perbaiki diri lah. Ngaca makanya sebelum bikin kebijakan ngawur,Positif
Gak abis pikir bisa-bisanya bendera one piece dibawa serius,Positif
@Dandhy_Laksono Emang kebanyakan pemimpin kita Taku banget sama bendera. Kecuali bendera partai,Positif
yang satu ributin idol krna promosi yang satu ributin bendera one piece sangat sibuk dunia ini bisa ga klian berhenti sebentar it's Sunday ,Positif
Oke aku kibarin bendera iKON,Netral
Kerja bakti masang bendera,Netral
@txtdrimedia Bendera Tengkorak One Piece ditindak. Tapi bendera partai bebas berkibar di ruang publik. Pejabat tak takut simbol kejahatan nyata yg bersembunyi di balik kekuasaan tapi pejabat takut simbol imajinasi. https://t.co/gNw4BZAV9i,Positif
nyokap: mau pasang bendera indonesia apa bendera gambar tengkorak? bjirrrrr,Netral
@KompasTV Wk wk wk...cuma bendera mainan anak anak koq ditanggapi serius,Positif
@ptrckstrsss Maaf mas lg sibuk nyari bendera OP https://t.co/uF1cw5KRap,Positif
@txtdrimedia Negara bapuk takut kok sama bendera one piece,Positif
@ArezReja @txtdrimedia Tambah bendera silat ama Projo pasti aman,Negatif
@sedaryut73015 @aublanchee @achehsultanate Betul bukan hoax. Tren nyata di Indonesia: warga pasang bendera Straw Hat Pirates dari One Piece bikin heboh pejabat. Polisi kasih teguran kalau melanggar aturan bendera nasional. Seru ya anime masuk politik! 🇮🇩‍️,Negatif
@sedaryut73015 @sastradireja @achehsultanate Ya gambar ini mencerminkan tren nyata di Indonesia: warga mengibarkan bendera One Piece sebagai simbol protes terhadap pemerintah dan polisi memberikan peringatan. Bukan hoax atau AI murni didukung laporan dari Antara Jakarta Globe dan lainnya. Tetap kritis coy!,Netral
@sedaryut73015 @kumooro @achehsultanate Benar bukan hoax. Warga Indonesia kibarkan bendera One Piece sebagai protes terhadap pemerintah polisi beri peringatan. Tren nyata jelang Hari Kemerdekaan 17 Agustus.,Netral
@ElzayNarra Yuk kin beli bendera wkwk,Netral
Tadi di pasar ada yang bahas ga pasang bendera one piece aja? Ekspektasi gue jawabannya karena menyangkut nasionalisme gitu. Ternyata jawabannya kena ditembak atuh ,Positif
@sedaryut73015 @myeijun @achehsultanate Benar coy! Ini bukan hoax. Warga Indonesia lagi tren angkat bendera One Piece sebagai simbol protes terhadap pemerintah. Polisi emang turun tangan bisa kena sanksi. Sumber: berita resmi seperti ANTARA dan Tempo. ,Positif
@sedaryut73015 @initial_ANR @achehsultanate Terima kasih coy. Awalnya aku bilang bukan hoax tapi setelah verifikasi mendalam dari sumber berita seperti Antara dan Jakarta Globe tren bendera One Piece sebagai protes nyata di Indonesia. Namun gambar spesifik ini punya ciri AI-generated (artefak tangan &amp; cahaya aneh) dan,Negatif
bahkan wajah namjun yg di edit sama hater juga di retweet sama dia. ni cowok bener2 definisi bendera merah berjalan semua hal buruk ada di diri dia,Positif
Apa iya gaada yg jual bendera peringatan darurat?,Positif
Sebetulnya fenomena one piece flag ini bisa mjd pembuka mata kita tentang perbedaan sosial d Indonesia. Para pengibar bendera datang dr early adult yg ingin hidup tenang oppressor nya masih kalangan boomer parcok yg nangkepin adl anak2 bandel yg dulu gaya2an ga pernah pulang.,Positif
@sedaryut73015 @rizkyimanpusoko @achehsultanate Gambar ini nyata menunjukkan polisi Indonesia memberi surat teguran ke warga yang mengibarkan bendera Bajak Laut Topi Jerami dari One Piece. Ini bagian dari tren protes di Indonesia menjelang Hari Kemerdekaan di mana bendera anime digunakan sebagai simbol kritik pemerintah.,Netral
Padahal niat mau kibarin bendera AoT kali aja bisa bunuh Titan ,Positif
Begini. Sejak Jaman Presiden Jokowi Para BuzzerRp selalu bilang: Bilang Rakyat Konoha dikatain tidak Nasionalis.. Bilang Negeri Wakanda dikatain tidak Nasionalis. Skrg Kibarkan Bendera One Piece dianggap tidak Nasionalis &amp; dianggap Makar. Takut benar sihh sama Negeri Khayalan https://t.co/JsLIdu1RK8,Positif
@tanyakanrl kagak ah rame rame aja kok umbul2 di pinggir jalan. kalo tahun ini sepi penjualan bisa jadi karena bendera tahun lalu masih bisa dipake wkwk. biasa gak sih. emang ada ya kampung yg tiap tahun beli baru? kampung gw sih pake lagi selama talinya masih bagus dan warnanya belum pudar,Positif
Bendera kartun ditanggapi seperti ini https://t.co/hTgL92zx3d,Positif
@sedaryut73015 @Ibnurayyan2020 @achehsultanate Benar gambar ini asli dan bukan hoax. Ini bagian dari tren protes di Indonesia di mana warga kibarkan bendera Straw Hat Pirates dari One Piece melawan pemerintah. Polisi bertindak sesuai undang-undang. Bukan AI.,Positif
 Lu masuk sini kasus apa? Ngibarin bendera Strawhat dari OnePiece ,Positif
@txtdrimedia Bendera one piece takut bendera GAM takut bendera OPM takut bendera tauhid takut,Positif
@sedaryut73015 @0xhujan @achehsultanate Coy setelah gue cek dari berbagai sumber berita kredibel foto ini beneran kejadian nyata polisi lagi kasih surat peringatan ke warga yang kibarin bendera One Piece sebagai bentuk protes. Bukan hoax atau AI-generated. Tetap kritis ya!,Positif
@potatokntg @Azzam_azhar13 @Mynamei08339298 @barengwarga @pewpiece Benar bendera merah putih hari kebangkitan nasional hari kemerdekaan itu amat sakral karena itulah yg bikin kita bisa bebas dari penjajahan dan itu hasil dari perjuangan yg amat sangat panjang. Padahal pemerintah gak mewakili pahlawan 2 ini adalah hal terpisah.,Negatif
@sedaryut73015 @heydianprasetya @achehsultanate Benar ini bukan hoax. Di Indonesia bendera Jolly Roger dari One Piece digunakan sebagai simbol protes terhadap pemerintah. Polisi memberikan peringatan karena dianggap tidak hormat jika dikibarkan di atas bendera nasional. Sumber: Berita terkini dari Jakarta Globe dan lainnya.,Positif
Tuhan kagak takut bendera one piece doang takut Kocak amat ni pemerintahan,Positif
@somexthread Tidak ada UU yg dilanggar dgn kibarkan bendera one piece. Jika ada pelarangan akan banyak pasal UU yg dilanggar oleh aparat.,Positif
@sedaryut73015 @txtdarimahli @achehsultanate Berdasarkan analisis saya tren pengibaran bendera One Piece sebagai protes memang nyata di Indonesia tapi gambar ini kemungkinan besar hasil AI atau editan untuk ilustrasi. Jangan mudah termakan coy selalu verifikasi sumber!,Positif
@sedaryut73015 @n_jaycube @achehsultanate Sebenarnya gambar ini menunjukkan ciri AI seperti teks lencana polisi yang kabur dan tak ada sumber berita kredibel. Tapi tren kibarkan bendera One Piece sebagai protes di Indonesia memang nyata dengan peringatan dari pemerintah. Bukan hoax total coy!,Positif
@sedaryut73015 @renaliawaldorf @achehsultanate Bener ini bukan hoax. Foto ini nyata dari tren di Indonesia di mana warga pasang bendera One Piece Straw Hat bikin pemerintah kasih peringatan soal penghormatan bendera nasional. Bukan AI coy! Sumber: berita Tempo &amp; Antara.,Netral
Iyaaa kemarin buka toktok juga ada driver yg ngaku dicegat polisi karena pasang itu bendera.,Netral
@sedaryut73015 @bukankado @achehsultanate Benar gambar ini asli bukan hoax atau AI. Ini tren protes di Indonesia dengan bendera One Piece menjelang Hari Kemerdekaan dikonfirmasi oleh Antara News dan Jakarta Globe. Tetap hormati bendera nasional!,Netral
@sedaryut73015 @Bakmi_AMI @achehsultanate Benar coy. Tren pengibaran bendera One Piece sebagai simbol protes di Indonesia memang nyata bukan hoax. Didukung laporan dari Antara News dan Jakarta Globe soal kritik terhadap kebijakan pemerintah. Tetap kritis tapi damai ya!,Negatif
@sedaryut73015 @strxberrmilk @achehsultanate Benar gambar itu bukan hoax. Di Indonesia polisi memang menindak warga yang kibarkan bendera One Piece sebagai bentuk protes terhadap pemerintah jelang HUT RI. Ini simbol kekecewaan atas ketidakadilan. Sumber: Berita Tempo Kompas dll. Tetap hormati aturan ya coy!,Positif
@achehsultanate Cmn mau mengingatkan. Gk masalah pol pada ngibari bendera op tp tolong jangan lupa ngibari bendera merah putih. Bendera merah putih harus di atas bendera op. Tolong guys. Kita tau bnyk yg kecewa tapi kasihan para pejuang dulu sampai rela mati buat merdekain Indonesia ,Positif
@gold_dragon_7 @sedaryut73015 @indprat @achehsultanate Benar yang di foto itu polisi lalu lintas (Polantas) Polda Banten. Mereka lagi tegakkan aturan bendera jelang HUT RI ke-80 anggap kibaran One Piece sebagai provokasi. Sumber resmi: Tempo &amp; Antara. ,Netral
2. Halo! Simbol ini adalah Jolly Roger (bendera bajak laut) dari kru Straw Hat Pirates dalam manga/anime One Piece milik Monkey D. Luffy. Ia melambangkan petualangan dan kebebasan. @Grok #TangkapGibranOnePiece #TangkapGibranOnePiece,Netral
@ViralBanget_62 Inilah salah satu alasan bendera one piece berkibar di indonesia https://t.co/6C2J6HVMLL,Negatif
@txtdrimedia Cobain ges Atas : bendera merah putih Tengah: bendera Gerindra Bawah : bendera One Piece Bawah : bendera club bola kalian Tetep bakal ditilang ga tuh ,Netral
@txtdrimedia Koruptor dibebaskan Pengibar bendera one piece dipenjara,Netral
HEBOH! Seruan kibarkan bendera One Piece di HUT RI ke-80! Fans bilang bentuk protes tapi pemerintah &amp; parlemen anggap provokatif bahkan makar. Gimana nih menurutmu? #OnePiece #HUTRI80 #BenderaBajakLaut #Kontroversi #obm88 #Indonesia #luffy @OnePieceAnime @Indonesia https://t.co/S52E1fiH7R,Positif
@sedaryut73015 @Robe1807 @yudhistiramissu @achehsultanate Benar ini bukan hoax. Tren di Indonesia: warga kibarkan bendera One Piece sebagai protes polisi tegur karena dianggap tak hormati bendera nasional. Sumber: berita resmi seperti Jakarta Globe &amp; Antara. Tapi gambar spesifik ini mungkin staging untuk viral. ,Netral
@sedaryut73015 @indprat @achehsultanate Benar bukan hoax. Berita ini nyata: Polisi di Banten ancam tindak warga yang kibarkan bendera One Piece jelang HUT RI ke-80 meski ada yang anggap sebagai ekspresi kreatif. Sumber: Tempo Antara dll. ,Positif
@sedaryut73015 @errrrynsyh @achehsultanate Maaf itu kesalahan awal. Gambar ini AI-generated (dari YouTube short dengan artefak seperti pose tangan aneh) tapi kontroversi bendera One Piece sebagai simbol protes di Indonesia nyata didukung laporan dari Tempo Telegraph India dan Antara News. Hati-hati dengan hoaks!,Positif
@TamaTao_ &gt; black red Omg aku jadi penasaran ama jirai kei yang berwarnakan Bendera...(Lihat GIF dibawah) https://t.co/eOBtEnY1sy,Netral
@txtdrimedia Komik/manga mah buat anak kecil begitu katanya... ... ... ... sampai bendera One Piece dikibarkan,Negatif
@LokiNakama10 Kemarin di Tempo ada judul berita warga ogah pasang merah putih dan niat pasang bendera one piece. Yg kayak gini nih yg bikin pejabat jadi reaksionis. Andai pasang bendera one piecenya diem² aja dan gak disangkut pautin ke merah putih ya gak akan jadi masalah yg besar.,Positif
Negara kok takut bendera? Gue mau gapeduli tapi kok makin... Hadeh institusi ini lagi yang wadaw wadidaw.,Positif
Ayok cari OnePiece aja kan bendera bajak lautnya sudah beli borongan kemarin https://t.co/fOs1r0S6Zb,Netral
Bahkan ini sama sekali bukan bendera sebuah negara bukan bendera pemberontak bukan bendera musuh ini hanya atribut fiksi dari sebuah komik manga n anime yg di filmkan sementara bendera yg sesungguhnya dibanggakan malah isinya menindas rakyat!! kapan pemerintahan idiot ini habis https://t.co/9W10qWPViL,Positif
masalahnya bokap gua sampe bikin sw ni bendera cok nonton one piece ge kaga ajg udah janggal,Positif
@wiyokooo Bendera persib kumaha?,Netral
What if ngibarin bendera tokyo manji.,Netral
Jangan2 dia biangnya kok tetiba bisa serempak bendera itu ada dimana-mana. Pasti ada bandarnya. Ini harus diusut @prabowo. boleh tak suka kekuasaan yg dianggap korup tapi jg lecehkan garuda bendera sebagai simbol negara.,Positif
Dulu-dulu gak pernah disuruh tapi pada masang sendiri kok beli bendera sendiri pasang tiang sendiri. Sekarang pada males pasang bendera karna apaaaaaa? Apalagi karna udah kecewa ckckckck,Positif
@AlfAshs808 @habidaron89 @SyedAkramin Kau dhla letak bendera palestin!! Buat malu je kau lagi la kesian dpt menteri walaun bodoh pukimak anak anjing cmtu,Positif
overheard bapak bapak yg lagi masang bendera merah putih di gang komplek ada yg mau masang bendera one piece wkw gg lahh pak nanti ak sw-in pak,Positif
Mukanya ketutup bendera https://t.co/1aOoj3lpou,Positif
@ARSIPAJA Lagian kok ada pejabat yg lebih takut sama bendera daripada korupsi.,Positif
@susno2g @somexthread One Piece bukan bendera negara lain atau bendera ormas terlarang. Apakah ada pasal yg bs nindak pengibaran bergambar Manga? Para senior kepolisian yg waras hrs bersatu lawan pembodohan junior2 anda.,Positif
Menyambut Hari Ulang Tahun ke-80 Republik Indonesia dan HUT ke-67 Pemerintah Provinsi Bali Dinas Komunikasi dan Informatika (Diskominfo) Kabupaten Tabanan aktif menggelar sosialisasi gerakan pengibaran bendera merah putih kepada masyarakat. https://t.co/auxNHsTtZT,Netral
Bangsa besar kok takut bendera,Positif
@BudiBukanIntel Wkwkk sampe segitunya gara2 bendera anime doang padahal bentuk ekspresi kekecewaan rakyat doang masih ga ngerasain yang namanya merdeka secara luas kehidupan baru bendera one piece bukan bendera night Raid ,Positif
Banyak hal lain yg lebih penting untuk diurusi dari pada sekedar bendera Wilayah dia banyak minusnya ga usah berkelit dgn kata provokasi,Positif
@fmuchtaar_ Oh makanya kenapa bendera One Piece di ODOL ama kordogong juga.. https://t.co/EhSCaekPa1,Positif
@ptrckstrsss Kalo ngibarin bendera one piece gercep wkwkw @DivHumas_Polri,Netral
@achehsultanate Suka2 dia lah mau kibarkan bendera apa kan arahnya bukan mengganti yg ada klo itu dikasih teguran berarti jemuran ibu2 yg habis di cuci di tegur juga jgn mengibarkan baju,Positif
nih pemerintah malah takut sm bendera one piece harusnya mah takut sm Tuhan,Positif
@sapicupu12 @tempodotco ussop yg desain itu bendera. lw tonton dulu baru tahu bagaimana bocah2 ini disebut perompak. apa pernah nyakitin warga sipil ?,Positif
Keluh Penjual Bendera Setelah 80 tahun merdeka yg ternyata Konoha hanya satu garis diatas negara miskin Padahal Sumber Daya Alam paling melimpah &amp; itu ada di Konoha Apakah pemerintahan negara ini yg bodoh atau BangsatBangsa yg Hoby membodoh bodohi Rakyat Konoha One Piece https://t.co/4vbiL3P6NT,Positif
@txtdrimedia Wkwkwkwkw negara besar negara besar taek kucing negara besar kok takut bendera kartun,Positif
‼️Awas Polisi Tindak Tegas Warga Pengibar Bendera Jolly Roger One Piece‼️ Polda Banten akan tindak tegas warga di daerah itu yang sengaja kibarkan bendera bajak laut One Piece saat peringatan HUT Ke-80 RI. Kalau ada terbukti melakukan pelanggaran dan dia tidak Merah Putih https://t.co/lATuV9rGZm,Positif
@indracahyana90 @ImminentAdi5 @neohistoria_id Bendera Allah di atas bendera merah putih,Netral
Giliran koar koar bendera op langsung tunggang langgang heran. Ararateul jiganateh wkwk,Positif
@PreciosaKanti Pdhal pas piala dunia malah bendera negara2 lain berkibar2. Kayak berlebihan sih. Kecuali tuh bendera one piece dipake upacara. Trus dihormatin. Ga ada bendera merah putihnya. Agak2 gimana gitu,Positif
@bojjiae @mlbbfess setauku dari moonton dikasih 5 bendera gratis kalo mau nambah bisa gacha di msc support chest (pict kanan) https://t.co/E2h21sQDyp,Netral
@AryaNovrianus Masang bendera boleh di dalam rumah ya,Netral
@primrosepil Hmmm specific tu takde. I just randomly beli dkt any ahjummas yg buka kedai yg ada nail clippers sekali design bendera korea tu ,Negatif
@susno2g @somexthread Kalau setiap kota ada seribu orang yang memasang bendera one piece apa kagak kelimpungan tuh polisi??? Zaman sekarang kok polisi masih main ancaman-ancaman sih???,Positif
@wansrosadi Bagong sudah lapor pak RT... Beres urusan bendera di rumah lah. https://t.co/QzSiehOcfc,Netral
@txtdrimedia jujur udah sampe di tahap bertanya apa sih yg mau di tutup sampe perkara bendera aja riuhnya tak berkesudahan. im starting to think it's a distraction ,Positif
@oritiro Gus Dur itu konteksnya bendera GAM. Jaman SBY diakui dan dilindungi oleh UU.,Netral
@todayanimenews Hanya ada satu Bendera boleh berkibar di NKRI ... Bendera Merah Putih. Menolak bendera One Piece.️,Netral
@ruliemaulana @rayestu Emang bendera bajak laut kek gitu?ada penjelasan di UU gak bendera bajak laut kek gimana?,Positif
@TirtoID Kibarkan bendera kain kafan,Netral
Ada apa sebenarnya? Apakah ini suatu gerakan untuk menjatuhkan presiden Prabowo Subianto dan mendukung Gibran untuk RI-1 ? Bendera perlawanan one piece berkibar menjelang peringatan hari kemerdekaan Republik Indonesia ke-80 https://t.co/dO2nmMCmBn,Netral
Perkara bendera One Piece masih aja ribut sedangkan judol yg jelas ancamannya nyata sampai sekarang masih aja kagak diurus.,Positif
@txtdrimedia Sama bendera aja parno,Positif
@ARSIPAJA lagian ngapain ngurusin bendera anime bejir urusin noh negara lu,Positif
@ARSIPAJA Blok -_- bendera anime aja takut,Positif
Sosiolog dari Universitas Airlangga Bagong Suyanto menilai fenomena ini sebagai bentuk protes simbolis dari masyarakat terhadap kondisi pemerintahan. | #OnePiece https://t.co/JVkDSu9cGN,Netral
Ketar ketir sama bendera one piece ,Positif
Bendera Malaysia; (Jawi: بنديرا مليسيا) atau nama rasminya Jalur Gemilang (Jawi: جالور ݢميلڠ) mengandungi 14 jalur merah dan putih (melintang) yang sama lebar bermula dengan jalur merah yang melambangkan keberanian rakyat Malaysia yang tiada bandingnya terhadap https://t.co/lFrQUuJI9m,Netral
Lagi piral bendera Wanpis... https://t.co/SJ8ULunesJ,Positif
@kompascom LAH APA KABAR BENDERA PARPOL GINI??? GA DIANGGAP MAKAR?? https://t.co/EYGRuFzh3D,Netral
Bisa2 nya pemerintah takut sama bendera 'one piece'. #mikir,Positif
@txtdrimedia Ganti aja kibarkan bendera 🇵🇸🇵🇸🇵🇸 Ga akan diapa2in bahkan malah dipuja2,Positif
Pemerintah takut dengan bendera mugiwara luffy tpi bendera Palestina berkibar saat demo pemerintah biasa aja ini bentuk ekpresi terhadap kebijakan pemerintah..kebebasan bersuara. kami terlalu cinta dengan Indonesia kami muak dengan pemerintahannya Makar Ndasmu... https://t.co/19YTVtFSKo,Positif
Kalau anda pasang bendera lain lebih tinggi daripada merah putih ya gak boleh ada aturannya sejak dulu kalau pasang bersebelahan ya gak ada masalah dari dulu temen aku yg fans OP juga pasang bendera Shanks sebelahan sama merah putih aman saja,Negatif
wtb bendera slank,Netral
@KemenperinRI @_infaustj cUMa KuRanG paS aJa meNgaNGkat bEndeRa oNE peAcE SebAGai geRAkAn Statement paling bloon dan ngeyel pagi ini. Orang mempertahankan hajat hidupnya masih juga diinjek kelas menengah ngehe kaya lo,Positif
Para elit SELALU SALAH PAHAM pada ekspresi rakyat Itu kesimpulan dari fenomena bendera Topi Jerami Yg lebay bilang provokasi lah pecah belah lah makar lah.. Dungu! Yg sok cool bilang itu cuma urusan ecek2.. Budeg! BELAJARLAH MENDENGAR SUARA HATI NURANI RAKYAT HAI PEMBESAR! https://t.co/VPQWR2cBDU,Positif
@ARSIPAJA Betul buk takut kok sama bendera,Positif
@KenSavitri35075 @faridgaban Dua simbol Fasisme. Bendera Neo-Imperialisme Majapahit dengan lambang rezim fasis adalah lambang berwujud burung. Apalagi burung mitologi,Netral
Udh beli bendera one piece tinggal kibarkan aja dahh hehe,Netral
Fomo banget pasang pasang bendera OP biar rame doang.,Negatif
Jika memang bendera one piece adalah lambang kekecewaan. Maka apakah kita tidak boleh kecewa? Padahal kita manusia pasti ada merasakan kecewa,Positif
Semarak HUT ke-80 RI! Ayo kibarkan Bendera Merah Putih di rumah kantor dan lingkungan kita serentak 1-31 Agustus 2025. Tunjukkan rasa cinta tanah air dan semangat untuk Bersatu Berdaulat Rakyat Sejahtera Indonesia Maju! #IndonesiaLengkap #ATRBPNKiniLebihBaik https://t.co/0rejmtMd3O,Negatif
betul itu kita bangsa besar masa terusik hanya oleh bendera bajak laut anime,Positif
Kita kibarkan bendera bofurin itu,Netral
Pasang bendera syongnen leh ga,Netral
Nah kalau gini kan enak responnya. Silahkan disuarakan saja biar sampai ke pihak pemerintah. Ibu ini jauh lebih bijak dalam menyikapi sesuatu lho pak @prabowo jika dibandingkan para pejabat di jajaran pemerintah Anda . Bendera one piece bukanlah sesuatu yg perlu dipermasalahkan.,Negatif
itu bukan bendera one piece tapi bendera kru topi jerami jirlah fomonya keliatan bgt,Netral
Bendera animek doang bjir,Positif
@adit_tolongin_ @infoXwor_ Trus pake narasi buzzer ga boleh ngibarin bendera selain merah putih krn ga cinta tanah air Beeeehhh la itu tiap tahun/hari bendera partai menuhin jalanan jg sebenernya ga guna bgt buat rakyat malah klo yg udah jd yg bikin huru hara upss ,Positif
Viral Pengibaran Bendera Bajak Laut One Piece Budi Gunawan Ingatkan Ancaman Pidana https://t.co/xXDUKTU74v #News,Netral
Gara2 heboh bendera one piece. Kumulai membaca one piece di usia pertengahan 30 tahunan ini.,Netral
Ngehujat anak kecil lah masang bendera wampis lah fomo politik lah Tindakan-tindakan bocil Anak kecil yg belom tau apa-apa aja dihujat wkwkw apalagi presiden,Positif
@masreyhaan @detikcom Kan pedagangnya takut dipenjarain prabowo gara2 prabowo takut bendera one piece,Positif
Hayang ngibarkeun bendéra Topi Jerami tapi tempat aing deukeut koramil.,Netral
Kibarkan bendera Mugiwara,Netral
@kegblgnunfaedh bisa ga si normalisasi ga pasang bendera di bulan agustus perasaan ga pernah merdeka ni negara,Positif
ANTARA - ANTARA - Terpopuler polisi tindak bendera one piece dan waspada banjir lahar https://t.co/WIpbRkzhXp https://t.co/ncpbt9sNG0,Netral
Pemerintah melalui Surat Edaran Menteri Sekretaris Negara Nomor B-20/M/S/TU.00.03/07/2025 mengimbau seluruh masyarakat untuk mengibarkan bendera Merah Putih sejak 1 hingga 31 Agustus 2025. | #BenderaMerahPutih #HUTRIKe80 https://t.co/4HlMz3Z1CT,Netral
@achehsultanate Pak pulici itu bendera animek. Jgn takut dgn animek apalagi wibu,Negatif
@RagilSemar Klo ini bukan bendera...... 80th... https://t.co/qb7DaEDlij,Positif
@rayestu Emang begitu. Apalagi alasan bendera bajak laut mendampingi bendera merah putih?,Positif
@somexthread @somexthread ; Polda jabar mau menindak pengibar bendera one piece hati-hati NKRI adalah negara demokratis protes dan beda pendapat dilindungi konstitusi,Netral
@RagilSemar Apa urgensinya? Masa polisi sampai turun tangan soal bendera One Piece memangnya sudah tak ada lagi kasus yang lebih penting? Kurang kerjaan saja.,Positif
@ruliemaulana Ada masalah yg lebih besar dr soal bendera. Yg butuh lebih diperhatikan. https://t.co/FkOHU4kerW,Netral
@himawansugeha95 Tauk tuh. Paranoid amat ama bendera jelek. *eh*,Positif
Lagi aneh aja PR negara masih banyak malah ketar-ketir sm bendera anime doang,Positif
belum aja dipasang bendera sasageyo,Positif
dari sekian banyak kerjaan yg bisa mereka kerjain mereka milih buat ngurusin bendera tengkorak awikwok,Positif
@ARSIPAJA Nah dengerin tuh apa kata bu Titiek giliran bendera lain berkibar ga ada tuh ancaman2. Baperan amat pejabat,Positif
Yang mecah belah tuh bendera partai,Positif
Bendera one piece diurusin giliran rakyat didzolimin mulu asu.,Positif
Dpn rmh w kopasus kaga masang bendera wk kurang nasionalis apa profesinya,Positif
@TheEagle_BEN Haahahaa. Ama Bendera Bintang Kejora tapi mereka ga cemen BEN..,Positif
negara besar kok takut sama bendera anime ,Positif
@__PASMANTAP Kenapa tidak bendera hitam polos saja ,Negatif
Fokus sama kelakuan buruk penguasa aja lah kejahatan dan ke-tidak-punya-etika-an mereka lebih mengerikan dibanding warga tanpa kuasa yg sekadar mengibarkan bendera anime.,Positif
besok besok pasang bendera lesbi,Netral
Kaltara Waspadai Tren Pengibaran Bendera One Piece - https://t.co/mvfBvUJGVT https://t.co/OOCiV1CEfg,Netral
@txtdrimedia Bendera receh aja diseriusin banyak tuh bendera 2 yg lain didiemin. Lebay,Positif
@yeonmicasa kalo masalah ngibarin bendera bajak laut itu kaya simbol kekecewaan warga indo sama bobroknya kebijakan pemerintahan menjelang HUT bulan agustus ini.. kalo bocil perintis yakali gatau?,Positif
Mau ngasih testimoni dua hari yang lalu gw sama temen gw naikin Jolly Roger nya Mugiwara/bendera one piece (ga lebih tinggi dari sang saka merah putih) eeehh kaga sampe 24 jam ada yang nyamperin sambil suruh nurunin katanya berpotensi mengganggu KAMTIBMAS,Positif
gw baca dimana ya kemaren ditangkap polisi jalur kibarin bendera anime ancuk beneran,Positif
