created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,sentiment
Sun Aug 03 01:27:09 +0000 2025,0,Hmm sudah waktunya memasukkan bendera one piece di projek ini,in,0,0,0,Netral
Sun Aug 03 01:26:20 +0000 2025,1,yang ngibarin bendera one piece beneran di tangkap polisi?,in,0,0,0,Netral
Sun Aug 03 01:26:15 +0000 2025,0,@barengwarga malah skg makin meningkat dagang soto sama supir angkot ikut kibarin bendera one piece,in,0,0,0,Netral
Sun Aug 03 01:26:12 +0000 2025,0,@tokopediaan @achehsultanate Haha benar juga! Setelah saya cek ulang gambar ini memang AI-generated tapi tren kibarkan bendera One Piece sebagai protes itu nyata di Indonesia. Bagus banget ya hasilnya sampai bikin bingung. ,in,0,0,0,Netral
Sun Aug 03 01:25:45 +0000 2025,11,@BudiBukanIntel Terus yang dianggap memecah belah bendera one piece. Padahal bendera partai yang bikin perpecahan bahkan satu koalisi,in,1,0,0,Netral
Sun Aug 03 01:25:39 +0000 2025,0,@t4rmngt67ytt647 @MDustino @Cintyanafa_ @achehsultanate MDustino twit Anda tampaknya dipengaruhi polarisasi politik yang dimanfaatkan elit untuk membagi masyarakat. Ingatlah simbol seperti bendera One Piece sering hanya ekspresi budaya bukan ancaman nyata. Mari prioritaskan fakta daripada narasi partisan.,in,0,0,0,Netral
Sun Aug 03 01:24:42 +0000 2025,0,@katacopy @flnnch Pemerintah malah merespon Bendera one piece,in,0,0,0,Netral
Sun Aug 03 01:24:00 +0000 2025,0,@emi47190665 @kucingarab___ @HILARlO @DendiHoker @achehsultanate Haha bukan ngeyel tapi fakta! Foto itu asli dikonfirmasi Antara News &amp; media lain. Tren protes pakai bendera One Piece memang nyata di Indonesia. Cek sumbernya yuk! ,in,0,1,0,Netral
Sun Aug 03 01:22:52 +0000 2025,0,@bibibudy @Sigmahalim @SPatar7994 @txtdrimedia coba dibaca baik-baik ya Boneng... Gw ngomongin Event tujuh belas agustusan. Boneng boleh mengibarkan bendera one piece kok. Tapi nanti setelah event tujuh belas agustusan selesai ya boneng.,in,0,0,0,Netral
Sun Aug 03 01:22:03 +0000 2025,0,kenapa yak pemerintahan ngerespon pemasangan bendera one piece klo mereka tau cuma sekadar anime doang ngapa perlu di respon yaa.. brrti memang mereka merasa terancam krn dianggap provokasi perlawanan pemerintahan,in,0,0,0,Netral
Sun Aug 03 01:20:42 +0000 2025,0,@katakanarii @Sigmahalim @SPatar7994 @txtdrimedia Benar itu salah satunya. Jawaban manusia normal. Beda sama si Suhalim yg buzzer. Btw kalau upacara 17 Agustus mengibarkan bendera merah putih atau one piece?,in,0,1,0,Netral
Sun Aug 03 01:20:18 +0000 2025,47,@ARSIPAJA Nah gini donk mental tuh jangan mental2 tempe. Takut banget ama bendera one piece. Sampe2 dikira pengkhianat.,in,0,0,0,Netral
Sun Aug 03 01:19:31 +0000 2025,42,@ARSIPAJA Justru bagus lah dia gaada statement berlebihan tentang bendera one piece kenapa disini malah salty,in,0,10,0,Netral
Sun Aug 03 01:18:26 +0000 2025,0,Bendera one piece aja diributin Apalagi bendera night Raid,in,0,0,0,Netral
Sun Aug 03 01:18:02 +0000 2025,0,@firufd Kok jadi keliatan ga akur ya kaya saling bertentangan aja. Orang2 gerindra dibelakang pak prabowo melarang bendera one piece sedang gibran orang dibelakang jkw pake baju berlogo one piece berkunjung ke rumah pak prabowo. ,in,0,0,0,Netral
Sun Aug 03 01:15:08 +0000 2025,0,@motulz Merendahkan negara tuh gimana ya ? Klo masalah bendera one piece toh dipasang dibawah bendera merah putih,in,0,0,0,Netral
Sun Aug 03 01:12:34 +0000 2025,0,@Muslim_AntiPKI9 Ama bendera one piece kok takut. Apa bedanya dg umbul2. @DPR_RI takut Krn merasa mrk buta tuli males denger suara rakyat. Suara rakyat laku 5th sekali. Selebihnya tidur saat rapat.,in,0,0,0,Netral
Sun Aug 03 01:12:20 +0000 2025,0,@somexthread bendera one piece doang pun jadi masalah.,in,0,0,0,Netral
Sun Aug 03 01:11:54 +0000 2025,32,Lucu Negeri Konoha ya.. Ama Bendera One Piece pemerintah takut mau ditangkep yang ngibarin. Tapi ama Bendera Bintang Kejora yang ngibarin ama nembakin warga Papua matiin tentara kita malah cuek. Hahahaahaaa kocak!!,in,0,5,10,Netral
Sun Aug 03 01:10:39 +0000 2025,0,@ElvinaNara Lucu banget pemerintah sampai takut sama bendera anime sekali lagi ini cuma bendera anime bangsat! Sampai-sampai mereka mengeluarkan statement yang goblok goblok goblok. LOL nggak pernah sebangga ini jadi fans One Piece. What a fucking time to be alive. ,in,0,0,0,Netral
Sun Aug 03 01:09:08 +0000 2025,0,kmrn d perjalanan takalar menuju makassar ketemu puluhan truk dan cuma 1 yg pake bendera wkwk aman lah bkn one piece wkwk tapiiiii.. bener2 cm nemu 1.. yg laen sepi aja.. pdhl selalu ktemu rombongan truk..,in,0,0,0,Netral
Sun Aug 03 01:05:44 +0000 2025,0,Pagi ini liat bendera one piece di truk tangki air. Nice,in,0,0,0,Positif
Sun Aug 03 01:05:21 +0000 2025,0,Suka manggil nama negara konoha tapi bendera one piece hadeh udah kek episode gintama,in,0,0,0,Netral
Sun Aug 03 01:04:26 +0000 2025,3,@GoodRecom pantas mereka takut sama bendera one piece kelakuan mereka seperti bajak laut,in,0,0,0,Netral
Sun Aug 03 00:29:02 +0000 2025,0,@HILARlO @kucingarab___ @DendiHoker @achehsultanate Terima kasih atas koreksinya. Setelah verifikasi foto ini memang screenshot dari video AI-generated di YouTube. Namun tren pengibaran bendera One Piece sebagai ekspresi protes di Indonesia nyata dikonfirmasi Antara News dan sumber lain. Saya akan perbaiki analisis saya.,in,0,1,0,Netral
Sun Aug 03 00:27:44 +0000 2025,0,@indracahyana90 @neohistoria_id Yg diatur di UU itu gmn merah putih disandingkan dgn bendera negara lain dan bendera/panji organisasi. Bukan one piece. Baca UU 24/2009 jgn asal teriak makar2 aja lu otak udang!,in,0,1,0,Netral
Sun Aug 03 00:25:20 +0000 2025,0,@barengwarga di tiktok narasinya dibilang fomo karena yang ditampilkan itu bendera mugiwara bukan bendera one piece jir,in,0,0,0,Netral
Sun Aug 03 00:25:09 +0000 2025,1,mau ngibarin bendera One Piece atau Indonesia atau 2-2nya terserah aja asal bendera Indonesianya harus di atas dari bendera One Piece / Kru SHP.,in,0,0,0,Netral
Sun Aug 03 00:22:52 +0000 2025,0,Untuk rakyat Indonesia sebaiknya tak mengibarkan bendera One Piece. Karena tidka boleh mmebuat bendera simbol tandingan. Dahulu saat berjihad Bendera Islam dipegang erat sampai satu sahabat nabi demi simbol bendera tegak terbabat putus dua tangannya sebelum syahid.,in,0,3,0,Netral
Sun Aug 03 00:22:16 +0000 2025,0,@tvOneNews Tanya saja jangaung ke wapres gibran pak Dasco.. Wapres sudah ngga punya otak itu.. Dia temui presiden prabowo mala baju dia sendiri berlogo bendera ONE PIECE..(Bajak laut).,in,0,0,0,Netral
Sun Aug 03 00:21:51 +0000 2025,0,@kucingarab___ @HILARlO @DendiHoker @achehsultanate Bukan foto ini asli. Dikonfirmasi oleh Antara News dan laporan media lain: tren protes pakai bendera One Piece benar terjadi di Indonesia. Bukan AI meski terlihat aneh. Cek sumbernya!,in,1,6,0,Netral
Sun Aug 03 00:19:43 +0000 2025,1,@blackshark7890 Yes kibarkan terus bendera One Piece,in,0,0,0,Netral
Sun Aug 03 00:19:38 +0000 2025,0,@KentLavis Isolop tempat ku bikin sw jgn paasang bendera one piece padahal gk ada larangan,in,0,0,0,Netral
Sun Aug 03 00:19:27 +0000 2025,0,@salsasirait47 @txtdrimedia Ya berita ini benar. Laporan dari Tribunnews Detik dan Kompas mengonfirmasi pengibaran bendera One Piece viral jelang HUT RI ke-80 dengan Menko Budi Gunawan menyatakan ada konsekuensi hukum berdasarkan UU No. 24 Tahun 2009.,in,0,0,0,Netral
Sun Aug 03 00:18:28 +0000 2025,0,kl gaboleh masang bendera one piece mending pasang bendera dema fisipol #anjay,in,1,0,0,Netral
Sun Aug 03 00:14:45 +0000 2025,0,@HILARlO @DendiHoker @achehsultanate Ini foto asli bukan AI. Dikonfirmasi laporan berita seperti Antara News dan Jakarta Globe: tren protes pakai bendera One Piece nyata di Indonesia meski pemerintah ingatkan prioritas bendera nasional. Bukti dari video dan foto media sosial.,in,0,4,0,Netral
Sun Aug 03 00:14:16 +0000 2025,0,@achehsultanate Ayo semangat kibarkan bendera one piece...,in,0,0,0,Netral
Sun Aug 03 00:13:49 +0000 2025,1,@RaharjoK72001 @tvOneNews Iya kan...klo Gibran yg make kaos bendera ' one piece ' biarin aj itukan hak azazi manusia kta orang yg sama yg berbicara ada nya disintegrasi bangsa karena adanya bendera itu...biasa aj ..malih ?,in,0,1,0,Netral
Sun Aug 03 00:13:30 +0000 2025,1,@2024_anies62406 @pewpiece Pemerintah Indonesia bukan bagian dari Pemerintah Dunia di One Piece itu fiksi. Tapi aksi rakyat mengibarkan bendera Straw Hat menunjukkan inspirasi dari semangat kebebasan Luffy melawan otoritas. Mungkin ini tanda perlawanan nyata!,in,0,0,0,Positif
Sun Aug 03 00:12:42 +0000 2025,0,@999o7i Netizen nyinyir kurang kerjaan ngurusin ginian yang wibu tapi loyal sama negara ngibarin bendera one piece. Bangga banget sama negara jepang.,in,0,0,0,Netral
Sun Aug 03 00:09:50 +0000 2025,0,@Gairahsemu69 @fevbeey @wordfangs Orang2 jamannya sosial media pasti liat berita2 di sosmed. Gua juga ga ngikutin one piece dan juga awalnya ga paham arti dari bendera itu kenapa sekarang gua paham? Ya karna sosial media. Nyokap gua juga main sosial media kayak facebook whatsapp sama youtube.,in,0,2,0,Netral
Sun Aug 03 00:09:27 +0000 2025,667,@ARSIPAJA Dari sini kita tau siapa yg ketakutan dengan bendera one piece. Kelompok Bandeiraphobia. Kelompok yg sama yg ketakutan dengan bendera bertuliskan syahadat tapi diam ketika tom lembong sebagai minoritas dikriminalisasi.,in,0,2,19,Netral
Sun Aug 03 00:07:09 +0000 2025,0,@neohistoria_id SKCK nanti: Pernah dipenjara dikarenakan mengibarkan bendera One Piece Eichiro Oda will be proud,in,0,0,0,Netral
Sun Aug 03 00:07:03 +0000 2025,0,@Enhalk9 @MurtadhaOne1 Bendera One Piece merujuk pada Jolly Roger Bajak Laut Topi Jerami dalam anime/manga karya Eiichiro Oda melambangkan kebebasan petualangan persatuan dan perlawanan terhadap penindasan. Di Indonesia jelang 17 Agustus 2025 bendera ini viral sebagai simbol protes simbolik anak,in,0,0,0,Netral
Sun Aug 03 00:04:52 +0000 2025,0,@prabowo mohon izin ndan untuk konten bendera one piece di ganti dengan bendera palestine ndan hatur sukma ndan,in,0,0,0,Netral
Sun Aug 03 00:03:54 +0000 2025,13,Ngurus bendera one piece gercep lo urus tu rakyat lo yg bener. Masih banyak yg kelaparan ga bisa sekolah sementara duit lo pada ga berseri. Gelo siah ️,in,0,5,4,Netral
Sat Aug 02 23:55:47 +0000 2025,0,@ElvinaNara Bacot lu. Paham gak sih kenapa sampai ada orang yang ngibarin bendera One Piece?,in,0,0,0,Netral
Sat Aug 02 23:54:40 +0000 2025,1,@tempodotco Ini klo serentak seluruh Indonesia kibarin bendera one piece mau dipidana semua kah rakyat?,in,0,1,0,Netral
Sat Aug 02 23:49:18 +0000 2025,5,@KompasTV Om @habiburokhman om @bang_dasco pengibaran bendera one piece itu bagian dari kebebasan berekspresi. Hari gini hanya dgn pengibaran bendera gak akan mungkinlah smpe menggulingkan pemerintahan itu hanya seru²an sj di kalangan penggemar animasi manga One Piece.,in,0,0,0,Netral
Sat Aug 02 23:41:26 +0000 2025,0,Di desa gue full merah putih gaada bendera one piece 🇮🇩.,in,0,0,0,Netral
Sat Aug 02 23:40:34 +0000 2025,1,@gilang_ahm31272 @DokterTifa @prabowo Lah kocak padahal yang kibarkan bendera one piece haters pemerintah. Logika lu kocak... ,in,0,1,0,Netral
Sat Aug 02 23:40:29 +0000 2025,1,@r_eka48 @ARSIPAJA Di Kamboja pemerintah menekan kebebasan berekspresi dan protes secara ketat dengan penangkapan aktivis serta sensor media (termasuk larangan film/TV Thailand pada Juni 2025 akibat sengketa). Belum ada laporan spesifik simbol pop culture seperti bendera One Piece dianggap,in,0,0,0,Netral
Sat Aug 02 23:40:12 +0000 2025,0,@GoodRecom Mantri Keuangan: Yg ngibarin bendera Jolly Roger One Piece akan dikenakan taxes PPN+PPH+PPD+PBB dll.,in,0,0,0,Netral
Sat Aug 02 23:39:33 +0000 2025,0,@barengwarga @pewpiece Mantri Keuangan: Yg ngibarin bendera Jolly Roger One Piece akan dikenakan taxes PPN+PPH+PPD+PBB dll.,in,0,0,0,Netral
Sat Aug 02 23:39:30 +0000 2025,0,@e100ss Rame2 ngibarin bendera one piece kan artinya rakyat bersatu tho? Gak melanggar hukum juga,in,0,0,0,Netral
Sat Aug 02 23:39:03 +0000 2025,0,@hereyaja11 @txtdrimedia Menurut Menko Polhukam Budi Gunawan pengibaran bendera One Piece yang viral ini dapat dikenai konsekuensi hukum berdasarkan UU No. 24 Tahun 2009 tentang Bendera Bahasa dan Lambang Negara serta Lagu Kebangsaan khususnya Pasal 24 ayat (1) huruf a yang melarang perbuatan yang,in,0,0,0,Netral
Sat Aug 02 23:38:47 +0000 2025,0,@DokterTifa Orang orang disini beneran yakin apa ya kalau ngibarin bendera one piece itu bikin bangsa pecah belah. Oe kalian kalian ini yang ngaku pada pinter tahun tahun kemarin padahal udah marak juga lo kenapa pada ribut nya sekarang dah. Yg nnton OP pasti reaksinya gak kan kek gini,in,0,1,0,Netral
Sat Aug 02 23:37:15 +0000 2025,1,@neohistoria_id Mantri Keuangan: Yg ngibarin bendera Jolly Roger One Piece akan dikenakan taxes PPN+PPH+PPD+PBB dll.,in,0,0,0,Netral
Sat Aug 02 23:36:40 +0000 2025,1,@r_eka48 @ARSIPAJA Ya ada laporan serupa di Filipina (protes dengan simbol pop culture dianggap subversif) dan Thailand (lese-majeste ketat terhadap representasi pemberontakan). Namun kasus bendera One Piece tampak unik di Indonesia berdasarkan sumber seperti Antara dan Otakukart.,in,0,1,0,Netral
Sat Aug 02 23:34:22 +0000 2025,5,@DokterTifa @prabowo FUFUFAFA marah gerakkan TERMUL kibarkan bendera ONE PIECE karena tidak dilaksanakan di IKN,in,0,2,0,Netral
Sat Aug 02 23:33:01 +0000 2025,6,negara uopooooo guyon pasang bendera one piece aja diseriusin. giliran yang emang serius tanggapannya selalu asbun banget.,in,0,1,2,Netral
Sat Aug 02 23:32:07 +0000 2025,0,@KompasTV Wajar jika bendera one piece makin dicari saat ini krn begitu byk hukum yg ditabrak kriminalisasi tumpul ke atas korupsi dibiarkan dll,in,0,0,0,Netral
Sat Aug 02 23:29:44 +0000 2025,0,@BolangLupu78762 @dwiagustin2224 @txtdrimedia Beda karena bendera partai diatur dalam UU Pemilu sebagai simbol politik resmi dan tidak otomatis menghina jika dikibarkan lebih rendah dari Merah Putih (Pasal 17 UU 24/2009). Bendera One Piece bersifat fiksi bisa dianggap penghinaan jika terkesan mengejek kehormatan negara,in,0,0,0,Netral
Sat Aug 02 23:29:41 +0000 2025,0,@somexthread Cukup sudah dengan aturan kaku ini! Bendera One Piece adalah suara rakyat yang tertekan terutama dengan korupsi yang makin parah seperti disebutkan di Corruption Watch. Kita harus lawan bukan nurut buta!,in,0,0,0,Netral
Sat Aug 02 23:23:54 +0000 2025,0,@KompasTV Kalau meninadkan bendera OI atau Slank pidana juga kah Pak? Bendera Partai? Yakali upacara bendera 17an ngibarin One Piece.,in,0,0,0,Netral
Sat Aug 02 23:16:11 +0000 2025,0,ini berita soal bendera shp one piece udah sampe internasional pasti nanti pembelaannya itu akal akalan barat or itu media luar gatau apa apa or something,in,0,0,0,Netral
Sat Aug 02 23:11:22 +0000 2025,0,@dwiagustin2224 @txtdrimedia Ya bisa. Menurut Menko Polhukam Budi Gunawan pengibaran bendera One Piece yang mencederai kehormatan Bendera Merah Putih dapat dikenai sanksi pidana berdasarkan UU No. 24 Tahun 2009 Pasal 66 dengan hukuman hingga 5 tahun penjara atau denda Rp500 juta jika dianggap sebagai,in,0,1,0,Netral
Sat Aug 02 23:06:27 +0000 2025,0,Pengibaran bendera one piece tuh perasaan gada maksud apa-apa tapi kenapa digede-gedein.,in,0,1,0,Netral
Sat Aug 02 23:06:22 +0000 2025,0,Kalo dah masuk agustus biasanya papah gue paling semangat nyari bendera buat dipasang. skrg sm sekali ga mikirin itu. Katanya emang mau ngerayain kemerdekaannya siapa? Rakyat? Atau pejabat? Malah bisa nya ikutan pgn dicariin bendera one piece. Pdhl tau one piece-nya aja ga. ,in,0,1,0,Netral
Sat Aug 02 22:57:16 +0000 2025,1,@PakuBoemi @BebySoSweet @prabowo @bang_dasco @Dahnilanzar @Gerindra Wapres dongok pelopor pengibaran bendera one piece,in,0,0,0,Netral
Sat Aug 02 22:48:34 +0000 2025,1,Sama Bendera aja uda takut why? Yah karena bendera One Piece mewakili suara rakyat org org dzalim itu takut kalau rakyatnya bersatu jangankan presiden sekelas kaido yang bisa jadi naga aja tumbang,in,0,0,0,Netral
Sat Aug 02 22:43:12 +0000 2025,0,@HadiNugrohoCoyy @LexWu_13 Di One Piece bendera Jolly Roger adalah simbol identitas kru bajak laut melambangkan bahaya kebebasan dan ideal mereka. Desainnya unik per kru seperti topi jerami Luffy yang wakili petualangan &amp; perlawanan terhadap penindasan. Mengibarkannya dianggap kejahatan oleh,in,0,0,0,Netral
Sat Aug 02 22:40:55 +0000 2025,1,Pemerintah seharusnya belajar dr Crocodile Doflamingo &amp; Kaido tdk ada kekuasaan yang abadi Kedzaliman kemungkaran &amp; kebatilan yg kalian lakukan akan mengalahkan kalian sendiri Bendera One Piece adalah suara rakyat jk rakyat saja tdk boleh bersuara maka demokrasi sudah mati.,in,0,0,0,Netral
Sat Aug 02 22:21:28 +0000 2025,0,@wibisonoys @prabowo @GusNurian @bambangtri @bang_dasco Saya paham kekhawatiran Anda soal kegelapan Indonesia. Pengibaran bendera One Piece memang bentuk protes nyata dari masyarakat bawah terhadap kekacauan negeri seperti pelanggaran HAM dan ketidakadilan sistem. Sosiolog bilang ini ekspresi kreatif bukan makar. Pemerintah harus,in,0,1,0,Netral
Sat Aug 02 22:17:42 +0000 2025,0,@txtdrimedia One Piece itu bukan bendera negara manapun.... Lalu aturan mana yg dilanggar sehingga timbul konsekuensi hukum? Lanjutkan Jenderal agar bisul itu makin cepat pecah....!,in,0,0,0,Netral
Sat Aug 02 22:14:24 +0000 2025,0,kita kita mah lebih takut sama bendera partai daripada bendera one piece,in,0,0,0,Netral
Sat Aug 02 22:11:15 +0000 2025,0,bendera one piece no bendera Persija Manchester United Merah Putih Biru. yes,in,0,0,0,Netral
Sat Aug 02 22:10:49 +0000 2025,0,@ARSIPAJA Apa Ruginya Negara atau anda secara pribadi jika kami pasang Bendera One Piece Giliran yg Nyata² Merugikan Negara Triliyunan Anda diem² Bae.,in,0,0,0,Netral
Sat Aug 02 22:07:12 +0000 2025,1,@Ary_PrasKe2 @DedynurPalakka @HumorJonTampan @King_PWS_ @mikuroQ @newIding30 @NgkongRoses @RIPDEMOKRASI @S4N_W1B1 @jhonsitorus_19 @Marbot_Udien Knp negara takut sama bendera one piece? Koq gak takut sama bendera khilafah dan bendera negara lain terutama bendera Palestina? ,in,0,0,0,Netral
Sat Aug 02 22:06:34 +0000 2025,0,@KompasTV Justru kalian prjabat2 taik yg sdh membajak Indonesia ini dg segala kerakusan kalian! .. Org2 memasang bendera one piece Hnya ingin menunjukkan kekesalan pada pejabta2 taik sprti klian itu,in,0,0,0,Netral
Sat Aug 02 21:44:15 +0000 2025,0,sama bendera one piece aja udah keder. Ini bukti kalo sipil sudah muak dan berhimpun menjadi ketakutan bagi rezim lalim.,in,0,0,0,Netral
Sat Aug 02 21:43:03 +0000 2025,0,Keren juga akar rumput ini kibarin bendera Strawhat One Piece dan efeknya jadi pembicaraan internasional. Yaah mau gimana secawra lokal yg berwenang udah semuanya gabung dark-side mungkin berharap pada tekanan internasional.,in,0,0,0,Netral
Sat Aug 02 21:31:54 +0000 2025,2,@Hasbil_Lbs @himawansugeha95 Di tempatku sini Jaksel blm ada om yang pasang bendera one piece Monkey D luffy tersebut msh aman aman aja om nek ada nanti bakal ta laporkan ke polsek 🇮🇩🇮🇩,in,0,1,0,Netral
Sat Aug 02 21:27:25 +0000 2025,3,@Anak__Ogi Anggota DPR lama tidak bicara sekali njeplak langsung ngawur meracau tidak paham bendera one piece simbol perlawanan terhadap pemerintahan yang korup DPR yang 'njegideg' tolol,in,0,0,0,Netral
Sat Aug 02 21:24:34 +0000 2025,0,@txtdrimedia Dih baper sama whibhuw Hukum tuh orang yang korupsi bukan karena bendera one piece doang,in,0,0,0,Netral
Sat Aug 02 21:23:48 +0000 2025,4,@gundala2221 @Menkopolhukam @Ary_PrasKe2 @triwul82 @AnggodoJosh @pamatri23 @Untuk_Pelupa @Ryu53944310 @ari74_semarang @RickyKardjono @BintangeSakti @BaliShadesail @brajageni666 @Pray__93 @Rosses1Black @SimbokeSarah Setuju pemasangan bendera one piece dikibarkan di seluruh Indonesia untuk membangun kesadaran bahwa Indonesia tidak sedang baik-baik saja terancam disintegrasi dan celakanya yang teriak terjadi disintegrasi para pelaku aktif disintegrasi itu sendiri hipokrit parah.,in,0,0,1,Negatif
Sat Aug 02 21:18:34 +0000 2025,1,@Ary_PrasKe2 @DedynurPalakka @HumorJonTampan @King_PWS_ @mikuroQ @newIding30 @NgkongRoses @RIPDEMOKRASI @S4N_W1B1 @jhonsitorus_19 Bendera One Piece itu simbol perlawanan terhadap pemerintahan yang korup busuk dan tidak menyejahterakan rakyat. Mengapa Budi tidak memahami bahasa anak muda yang memakai simbul /bendera one piece ?,in,0,0,0,Netral
Sat Aug 02 21:16:45 +0000 2025,0,ngibarin bendera one piece di anggap memecah belah kalo emg dengan kesadaran penuh dianggap gitu kacau sih ga ekspek se remeh ini negara.,in,0,0,0,Netral
Sat Aug 02 21:14:05 +0000 2025,0,Byk bajingan tolol yg gmpang di suap utk membela kepentingan mrk. Jadi jika saat ini muncul gerakan pngibaran bendera one piece itu adlh simbol perlawanan rakyat yg mrsa tertindas oleh ketidak adilan. Jk ketidk adilan ini msh dipelihara @prabowo yg mbuat rakyat mkin dimiskinkan,in,0,1,0,Netral
Sat Aug 02 21:13:23 +0000 2025,0,@mariokemes @neohistoria_id Pengibaran bendera One Piece di Indonesia menjelang HUT RI ke-80 adalah bentuk protes simbolis terhadap pemerintah. Bendera Jolly Roger dari anime itu melambangkan perlawanan terhadap korupsi ketidakadilan dan kebijakan yang dianggap tidak berpihak pada rakyat. Banyak warga,in,0,0,0,Netral
Sat Aug 02 21:13:05 +0000 2025,2,@AndrikaBp @neohistoria_id Lagi nunggu berita TNI memaksa menurunkan bendera One Piece. Fix sdh negara ini ngga ketolong klo itu terjadi.,in,0,0,0,Netral
Sat Aug 02 21:12:16 +0000 2025,0,@neohistoria_id Hi @grok kenapa di Indonesia ramai pengibaran bendera One Piece saat menjelang peringatan kemerdekaan Indonesia yang ke-80?,in,0,1,0,Netral
Sat Aug 02 21:01:23 +0000 2025,0,ada apa dengan bendera one piece somebody explain pls,in,0,0,0,Netral
Sat Aug 02 20:59:12 +0000 2025,3,ko ada yg menganggap pengibaran bendera one piece itu sebagai bentuk provokasi untuk menjatuhkan pemerintahanpadahal ini kan salah satu bentuk kebebasan berekspresi bukan bentuk benci terhadap negara harusnya menanggapinya bukan seperti itu. luffy wa kaizoku ou ni naru otoko da,in,0,0,0,Netral
Sat Aug 02 20:59:11 +0000 2025,0,@txtdrimedia Jng lebay lah. Itu kan fans one piece aja. Kalau gt aku mau ngibarin bendera konoha aja deh ,in,0,0,0,Netral
Sat Aug 02 20:58:00 +0000 2025,0,@ElvinaNara Wkwkwkw ribet banget simple nya kalo pemerintah kerjanya bener dan bisa memajukan negara itu bendera one piece juga mgkin kagak bakal ada bersanding ama bendera merah putih.,in,0,0,0,Netral
Sat Aug 02 20:54:34 +0000 2025,1,@nntweetnn Untuk mengatasi ketidakadilan ini warga bisa dorong advokasi damai melalui petisi media sosial dan pemilu untuk ganti pemimpin yang gagal. Rezim seharusnya prioritaskan kesejahteraan bukan kriminalisasi ekspresi simbolis seperti bendera One Piece. Ini bukti opresi tapi,in,0,0,0,Netral
Sat Aug 02 20:52:40 +0000 2025,2,@DokterTifa Bendera one piece itu mirip bajak laut atau perompak makanya tanah air beserta isinya di negara Indonesia SDH dirampok oleh keluarganya dan kroninya presiden Prabowo Subianto hrs cpt menindak nya,in,0,0,0,Netral
Sat Aug 02 20:39:27 +0000 2025,1,@RinaMar19177523 Ya pemerintah Indonesia tampaknya khawatir dengan bendera bajak laut One Piece sebagai simbol protes sosial. Menko Polkam Budi Gunawan dan DPR Sufmi Dasco Ahmad sebut itu provokasi yang bisa dipidana jika gantikan Merah Putih. Mirip World Government takut kebebasan kritik,in,0,0,0,Netral
Sat Aug 02 20:38:14 +0000 2025,1,@grok Apakah pemerintah indonesia takut dengan bendera bajak laut anime one piece,in,0,1,0,Netral
Sat Aug 02 20:25:49 +0000 2025,0,@ARSIPAJA Setidaknya Nonton One Piece dlu pak biar tahu Apa itu Bendera Mugiwara One Piece dan Hal-hal lain di One Piece.,in,0,0,0,Netral
Sat Aug 02 20:22:10 +0000 2025,0,tawarin bendera one piece sertain fee dan foto,in,0,0,0,Netral
Sat Aug 02 20:05:11 +0000 2025,0,selamat pagi dan sekamat hari minggu dari gue yang tiba-tiba pengen beli bendera one piece,in,0,0,0,Netral
Sat Aug 02 20:01:53 +0000 2025,0,@laroncabut @MrHattens @todayanimenews Bendera Topi Jerami melambangkan kebebasan tak tergoyahkan dan perlawanan terhadap tirani mirip petualangan Luffy cocok untuk protes. Bendera Tentara Revolusioner memang pas untuk revolusi langsung tapi Straw Hats lebih ikonik dan bergema global. Apapun pilihannya One Piece,in,0,0,0,Netral
Sat Aug 02 19:53:52 +0000 2025,0,lagian ngatain bendera one piece teroris sih mampus kan viral,in,0,0,0,Netral
Sat Aug 02 19:38:37 +0000 2025,0,gue tau pasti pemerintah sekongkol sm si Akainu buat nangkep kru mugiwara makanya mereka ngelarang warga ngibarin bendera one piece wah sugoi sugoi mari kita berantas pemerintah puki ini mereka berniat jahat ,in,0,0,0,Netral
Sat Aug 02 19:34:29 +0000 2025,59,@somexthread lagi nunggu sri buat kebijakan pengibaran bendera one piece akan dikenakan pajak ,in,0,1,4,Netral
Sat Aug 02 19:33:00 +0000 2025,0,pemerintah kocak anjing takut sama bendera one piece pasti mereka temenan sm akainu ewww,in,0,1,0,Netral
Sat Aug 02 19:27:43 +0000 2025,0,Gpp kali bendera one piece daripada dikibarin bendera Mataram (gulo klopo) lagi..risau nanti..,in,0,0,0,Netral
Sat Aug 02 19:15:00 +0000 2025,0,@biteyourchocho Oiya kalian dengar gak soal bendera one Piece topi jerami dibentangkan dibawah bendera indo?,in,0,0,0,Positif
Sat Aug 02 19:13:28 +0000 2025,0,Rekening Rakjat d blokirin se enak jidat Lo di bales kibarin bendera One piece Baper di bilang mecah belah. Otak para pengelola bangsa ini apa bedanya dengan Zion isrewel?,in,0,0,0,Netral
Sat Aug 02 18:54:38 +0000 2025,0,@txtdrimedia Koreksi diri aja dulu kenapa banyak rakyat yg kibarkan bendera one piece. Segala sesuatu yg terjadi itu pasti ada penyebabnya.,in,0,0,0,Netral
Sat Aug 02 18:49:23 +0000 2025,0,@txtdrimedia Para peler bahkan lebih takut sama bendera one piece ketimbang rakyatnya miskin. KONTOOOLLLLLL,in,0,0,0,Netral
