created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,sentiment
Sun Aug 03 03:25:10 +0000 2025,0,Bendera Merah Putih Indonesia Satin Ukuran Besar || Bendera Indonesia Satin. Dapatkan di Shopee sekarang! https://t.co/AGt3C2yL5q https://t.co/p4JE00Qljd,in,0,0,0,Netral
Sun Aug 03 03:25:06 +0000 2025,1,@Ary_PrasKe2 Bukannya tidak ada aturan hukum yg melarang pengibaran bendera anime sepakbola ataupun bendera club olah raga,in,0,0,0,Positif
Sun Aug 03 03:24:58 +0000 2025,0,@AryaNovrianus Klo bendera partai sah2 aja. Gmn klo one Piece dijadikan partai aja?,in,0,0,0,Positif
Sun Aug 03 03:24:45 +0000 2025,0,kalo susu bendera boleh?,in,0,0,0,Netral
Sun Aug 03 03:24:17 +0000 2025,1,Mantap nih tidak ada larangan UU yg mengibarkan bendera one piece baik di fasilitas umum atau transportasi #TangkapGibranOnePiece #TangkapGibranOnePiece https://t.co/OsFDJAZhOi,in,0,0,1,Negatif
Sun Aug 03 03:24:17 +0000 2025,0,@WatchmenID bendera pramuka jerman?,in,0,0,0,Netral
Sun Aug 03 03:24:11 +0000 2025,0,@Aceh sabar bro mending nonton anime nya dulu. maksud dari bendera itu . jgn kaya pemerintah ldiot .,in,0,0,0,Positif
Sun Aug 03 03:20:09 +0000 2025,0,@__LOVE_AG4EVER Kenyataannya memang gitu...para pejabat di negara ini hampir semuanya perompak jadi gak salah kalo peringatan kemerdekaan kali ini 'bendera' mereka ikut dikibarkan. Disana ada pirates of Caribbean disini ada pirates of Indonesian..ya kan?,in,0,0,0,Positif
Sun Aug 03 03:20:01 +0000 2025,21,Pada tantrum liat bendera anime inikan kisah cerita kartun anak² lagi pula siapa yang mau gantiin merah putih. Merah putih bukan cuma simbol negara tapi ada sejarah perjuangan bangsa berdarah darah disana Mengibarkan bendera fiksi bukan berarti kehilangan nasionalisme justru https://t.co/i8tG2SA9Ug,in,1,4,12,Positif
Sun Aug 03 03:20:00 +0000 2025,0,@ARSIPAJA Baru dikasih Bendera aja udh kalang kabut pdhl kebijakan elu yg brengsek,in,0,0,0,Positif
Sun Aug 03 03:19:59 +0000 2025,0,@txtdrimedia Kalian mau kibarin bendera one piece ya gpp tapi jgn lebih tinggi dari bendera merah putih kalo berdampingan kek mempelai ya bendera merah putih di kanan bendera one piece di kiri tinggi tiangnya sama. Sok atuh..,in,0,0,0,Positif
Sun Aug 03 03:19:46 +0000 2025,0,🇮🇩 Ayoo...! Kita Kibarkan Bendera Merah Putih 🇮🇩 #MerahPutih #Kibarkan #Bersatu #RakyatSejahtera https://t.co/7HRnBUTyyn,in,0,0,0,Netral
Sun Aug 03 03:19:45 +0000 2025,2,@tanyakanrl Kamboja ngelawan Thailand Ukraina lawan Rusia. Indo ngelawan warganya sendiri jadi bendera one piece bukan sekedar fomo tapi karna muak aja.,in,0,0,0,Positif
Sun Aug 03 03:19:34 +0000 2025,0,Karena mengibarkan joly roger mugiwara berkemungkinan untuk dipenjara... Mari kibarkan bendera oyaji saja https://t.co/AEcN5fKYQd,in,0,0,0,Positif
Sun Aug 03 03:19:32 +0000 2025,0,@txtdrimedia Anak sy sma penggemar one piece trus dia baca ttg viral bendera dan dia bilang mau beli karna fomo sy bilang dilarang oleh negara krn viral. Anak sy bilang aneh sekali krn viral jadi dilarang padahal itu kan simbol komik kenapa dilarang. Sy jawab ya begitulah Indonesia,in,0,0,0,Positif
Sun Aug 03 03:18:57 +0000 2025,0,Yang ngibarin bendera bajak laut diatas merah putih otak kalian dimana?????? Itu dlu pahlwan susah payah berkorban demi merdeka.. skrang kalian tinggal enak nya aja mlh merendahkan bendera kita.. klo gk suka pemerintahanya ya jgan mngotori bendera sakral ,in,0,0,0,Positif
Sun Aug 03 03:18:52 +0000 2025,0,Ayo Kibarkan Bendera Merah Putih 01 Agustus - 31 Agustus 2025 https://t.co/Lq6V9CrbbC,in,0,0,0,Netral
Sun Aug 03 03:18:49 +0000 2025,2,@txtdrimedia Ditangkap karena jual bendera film kartun... ,in,0,0,0,Netral
Sun Aug 03 03:18:45 +0000 2025,1,@txtdrimedia Gimana kalo ganti bendera berlogo Jokowi atau beserta keluarga? Berani ga nii pemerintah &amp; isilop ngerespon yg sama ,in,0,0,0,Positif
Sun Aug 03 03:18:38 +0000 2025,0,@somexthread Awokawok sama bendera takut sama tuhan tak takut mau heran tapi ini manusia,in,0,0,0,Positif
Sun Aug 03 03:18:25 +0000 2025,0,gue pas jumat belum ketemu banyak orang sih di kantor jadi baru dua orang doang yang laporan soal bendera one piece ke gue. bangga karena di kantor terkenal sebagai si paling one piece ,in,0,1,0,Negatif
Sun Aug 03 03:18:23 +0000 2025,0,Negara takut bendera,in,0,0,0,Positif
Sun Aug 03 03:18:18 +0000 2025,0,ntah ini bisa dibilang turun apa engga tahun lalu tanggal 30 an juli tuh bendera pada beres di pasang tpi tahun ini baru kemarin,in,0,0,0,Netral
Sun Aug 03 03:18:07 +0000 2025,1,@somexthread Yang ngibarin bendera bajak laut diatas merah putih otak kalian dimana?????? Itu dlu pahlwan susah payah berkorban demi merdeka.. skrang kalian tinggal enak nya aja mlh merendahkan bendera kita.. klo gk suka pemerintahanya ya jgan mngotori bwndera sakral...,in,0,19,0,Positif
Sun Aug 03 03:18:02 +0000 2025,8,@BudiBukanIntel Bingung banget. Secara UU ga di larang kok. Tapi dengan syarat Merah Putih lebih tinggi dan lebih besar. Berarti mereka gerak gapake UU tapi mirip kek dulu bendera Ar Rayah bendera HTI? Mau digolongkan sebagai ormas terlarang ? Apa sih dasar mereka bertindak ini?,in,0,0,1,Positif
Sun Aug 03 03:17:58 +0000 2025,3,Masak iya malah ngibarin bendera 1piece.. Istighfar berdoa bertaubat serta menyampaikan saran dgn cara yg syar'i sembari mengadakan perbaikan itu solusinya..,in,0,0,0,Positif
Sun Aug 03 03:17:56 +0000 2025,0,@tanyarlfes kurang gawe ta piye?? kok sibuk men berburu bendera one piece,in,0,1,0,Positif
Sun Aug 03 03:17:25 +0000 2025,0,Polda Jabar urus yang lain kan banyak iya Napa urus beginian Ini cuman bendera Anime lohh ,in,0,0,0,Positif
Sun Aug 03 03:17:20 +0000 2025,0,@doggo_ronin @barengwarga Ia bang ia sebagai perlawanan tapi BW sendiri ngaku kalo mereka ikutan supir truk Supir truk itu ngibarin bendera buat ngelawan aturan ya mirip bajak laut lah. Nah sedangkan kalian malah mau nyandingin bendera bajak laut sama bendera negara.,in,0,1,0,Positif
Sun Aug 03 03:17:11 +0000 2025,0,@kegblgnunfaedh Takut sama bendera wkwkwk,in,0,0,0,Positif
Sun Aug 03 03:17:05 +0000 2025,0,@ARSIPAJA kalo pengibaran bendera partai apa,in,0,0,0,Netral
Sun Aug 03 03:16:50 +0000 2025,0,@TheEagle_BEN @ListyoSigitP Kalo mengibarkan bendera one piece sama Spongebob apa jg gak boleh...,in,0,0,0,Positif
Sun Aug 03 03:16:44 +0000 2025,0,@SmokersTualang @Aceh Masing2 daerah punya bendera kok kibarin saja disamping bendera merah putih. Itu menunjukan otonomi daerah berjalan dgn baik. Bukan makar.,in,0,0,0,Negatif
Sun Aug 03 03:16:33 +0000 2025,0,@fidahRukTetawan YaAllah aku yo mari kerjabakti pasang bendera dan lampu2 dan ngecat akwoakwkakwkkaka,in,0,1,0,Positif
Sun Aug 03 03:16:22 +0000 2025,0,@vinc_dev5 @txtdrimedia @gibran_tweet @ListyoSigitP @prabowo Lucu banget ni negara Konoha takut sama Bendera kartun Fiksi tapi bendera HTI OPM dan ISrahell dibiarkan. Udah memang masanya di reset alam dengan kejadian 98,in,0,2,0,Positif
Sun Aug 03 03:16:07 +0000 2025,0,@txtdrimedia Kocak emang takut kok sama bendera anime,in,0,0,0,Positif
Sun Aug 03 03:15:27 +0000 2025,0,@rayestu @ruliemaulana bang sadar diri kau itu rakyat jelata gak punya dekingan kalau mau pasang bendera one piece silahkan tapi beda tiang gausa disatukan.,in,0,0,0,Positif
Sun Aug 03 03:14:52 +0000 2025,0,Dibalik bendera one piece itu sebenernya emang ada gambar palu arit. YTTA,in,0,0,0,Netral
Sun Aug 03 03:14:31 +0000 2025,0,@ikbenaay Bendera merahputihku udah jadi pink warnanya jadi ambu beli bendera baru tapi ambu belum pasang karena nunggu abah lagi beli bendera one piece online belom dateng ,in,0,1,0,Netral
Sun Aug 03 03:14:22 +0000 2025,0,@xquitavee @aniesbaswedan @prabowo Bendera itu lambang Abolisi dan Amnesti jadi ya kata aslinya dibebaskan.,in,0,0,0,Netral
Sun Aug 03 03:14:15 +0000 2025,0,@wtanabc emang udh waktunya 17an masang bendera xh,in,0,0,0,Netral
Sun Aug 03 03:14:00 +0000 2025,0,@Tita83079013 @prabowo Bendera ormas juga ga papa tuh... Bendera kuning juga,in,0,1,0,Positif
Sun Aug 03 03:10:46 +0000 2025,2,Segimana-gimananya gw sama negara ini gw tetep akan ngibarin bendera 🇮🇩 di rmh gw. Bukan bendera yang lain. Pengibaran bendera 🇮🇩 bukan hny sekedar kain berwarna. Jadi menurut pribadi gw ini bukan lucu2an. Lebih baik gausah pasang bendera apa pun kalo gamau pasang bendera 🇮🇩,in,0,0,0,Positif
Sun Aug 03 03:10:40 +0000 2025,0,Bisa bisanya takut sama bendera anime,in,0,0,0,Positif
Sun Aug 03 03:10:33 +0000 2025,0,Bendera merah putih kayak terlalu suci untuk dikibarkan di negara konoha yg sakit kronis kaya gini,in,0,0,0,Positif
Sun Aug 03 03:10:29 +0000 2025,0,@txtdaridyx @galadirga inimah ngajak bendera perang awas aja gw bls bsk bskkk,in,0,1,0,Positif
Sun Aug 03 03:10:19 +0000 2025,0,@tanyarlfes liat bendera nya aja itu AI wkwkwk,in,0,0,0,Positif
Sun Aug 03 03:10:06 +0000 2025,0,@txtdrimedia kemarin takut sama lagu sekarang takut sama bendera berarti asik nih ngibarin bendera one peace pake lagu sukatani,in,0,0,0,Positif
Sun Aug 03 03:10:01 +0000 2025,4,Abeegwanyiza bendera ya NUP e Wakiso batandise okusunsulwa #NTVNews https://t.co/TpZK8OcGLh,tl,0,0,1,Netral
Sun Aug 03 03:09:46 +0000 2025,0,Pelancaran Bulan Kebangsaan Hari Sabah &amp; Kempen Kibar Bendera 2025 Disempurnakan Ketua Menteri. https://t.co/salKzvYqfl,in,0,0,0,Netral
Sun Aug 03 03:09:45 +0000 2025,0,@achehsultanate Rumah rumah dia bendera bendera dia aparat yg sewot,in,0,0,0,Positif
Sun Aug 03 03:09:34 +0000 2025,0,Kebayang gak sih se RT tiba² dijemput polisi trus dipenjara berjamaah hanya gara² pada ngibarin bendera onepiece.,in,0,0,0,Positif
Sun Aug 03 03:09:27 +0000 2025,0,Soal Maraknya Pengibaran Bendera One Piece Titiek Soeharto: Masalah Ecek-ecek Nggak Usah Ditanggapi https://t.co/IkK9Ew4ybB,in,0,0,0,Positif
Sun Aug 03 03:09:26 +0000 2025,0,Kocak emg rezim mukidi takut sm bendera bertuliskan kalimat tauhid saking parnonya smp disamain dgn bendera 1515. Rezim omon² takut sm bendera bergambar logo film kartun. Bnr² keberlanjutan TOTal. Yg ono ketipu buzzeRp yg ini kegoreng media 22nya ga punya prinsip.,in,0,1,0,Positif
Sun Aug 03 03:09:13 +0000 2025,0,@lanangph @txtdrimedia Bentuk sindiran kontol mcam apa klu bendera kntol itu lbh tggi dr merah putih. Gua jg pngen berakin muka pemerintah tp pkai otak klu mau kibarkan bdera lain.,in,0,1,0,Positif
Sun Aug 03 03:09:08 +0000 2025,0,Bendera Bajak Laut di Bulan Kemerdekaan: Simbol Rakyat yang Lelah Ditipu https://t.co/acv7rEuXDK,in,0,0,0,Netral
Sun Aug 03 03:09:04 +0000 2025,1,@ARSIPAJA Gejolak apa anjir??? Sama bendera One Piece doang segitu coba dah diganti dengan bendera Jokowi sekeluarga biar sekalian nii gerakan dianggap Jokowi yg menggerakkan berani ga nii pemerintahan juga ngerespon segitunya,in,0,1,0,Positif
Sun Aug 03 03:08:48 +0000 2025,0,@KangManto123 yg kasihan yg jual bendera wanpis klo smp ada penindakan lalu di sita gmn nasib mereka,in,0,0,0,Positif
Sun Aug 03 03:08:40 +0000 2025,0,Indonesia ini kocak ya soal bendera onepiece bisa seribut ini,in,0,0,0,Netral
Sun Aug 03 03:08:34 +0000 2025,0,@txtdrimedia Pasang aja sih enggak perlu takut. Palingan nanti diajak makan Gratis bergizi.... Hasto &amp; Tom Lembong saja bebas Presiden maafkan ... Apalagi cuma pasang bendera ‍️,in,0,0,0,Positif
Sun Aug 03 02:54:28 +0000 2025,0,Masa negara takut sama bendera one piece anjinggggg,in,0,1,0,Positif
Sun Aug 03 02:53:44 +0000 2025,1,Polda Banten akan mengambil tindakan tegas terhadap warga di daerah itu yang sengaja mengibarkan bendera bajak laut One Piece pada momen peringatan HUT Ke-80 Kemerdekaan RI. Kalau ada terbukti melakukan pelanggaran dan dia tidak Merah Putih tentu kita akan tindak tegas kata https://t.co/bRKc1h0lm0,in,2,13,0,Positif
Sun Aug 03 02:53:05 +0000 2025,0,@txtdrimedia Udah paling bener jual bendera one piece aja pak lbih untung itu pak ,in,0,0,0,Negatif
Sun Aug 03 02:53:02 +0000 2025,0,kibarkan bendera minwon aja dah se-Indonesia kl ga boleh masang bendera one piece pasang bendera minwon aja,in,0,0,0,Netral
Sun Aug 03 02:52:50 +0000 2025,0,@Aceh Ta pasang bendera bintang buleuen Mantong leubeh gagah,in,0,0,0,Netral
Sun Aug 03 02:52:45 +0000 2025,32,@txtdrimedia Bendera One Piece-nya disembunyiin dikresekin item baru dikasih kalo ada yg nanya. Kayak dulu transaksi vcd bokep di emperan Siola Sby. Nyampe rumah diputer covernya doang bokep isinya Nat Geo jancok! ,in,1,4,2,Positif
Sun Aug 03 02:52:27 +0000 2025,0,@ARSIPAJA Bagaimana dengan bendera swastika,in,0,0,0,Netral
Sun Aug 03 02:52:24 +0000 2025,0,gak jelas bgt anjit negara mana yg ngurusin bendera anime endonesah doang,in,0,0,0,Positif
Sun Aug 03 02:52:05 +0000 2025,0,@skiezts Bendera doang diributin sampe ada aturannya tuh BUAT APASI,in,0,0,0,Positif
Sun Aug 03 02:52:03 +0000 2025,0,@thejurgenholic mengibarkan bendera one piece gen ,tr,0,0,0,Netral
Sun Aug 03 02:51:46 +0000 2025,0,@tanyakanrl JANCOKKK MAKIN HARI MAKIN NGELUNJAKK NI PEMERINTAHH UDH PALING BENERR KIBARIN BENDERA ONE PIECE KRN BENDERA MERAH PUTIHH TERLALU SUCII DIKIBARIN DINEGARA YG ISINYAA PEJABATT MEROSAHKAN,in,0,0,0,Positif
Sun Aug 03 02:51:34 +0000 2025,0,@neVerAl0nely__ @DPR_RI ini kalian urusi bukan bendera fiksi..,in,0,0,0,Positif
Sun Aug 03 02:51:25 +0000 2025,1,NAHKAN APA GUE BILANG GANTI BENDERA WKWKWKWK,in,0,0,0,Positif
Sun Aug 03 02:51:24 +0000 2025,0,@Kimberley_PS08 @JgnPanggilOm @Hasbil_Lbs @himawansugeha95 Dibalik nya apa??? Bendera itu cuma lambang negara lebih berjuang lagi pahlawan daripada bendera ini. Bendera kita bekas robekan dari bendera belanda itu bendera one piece pun dikibarkan cuma setengah tiang bukan disamakan dengan bendera biasa,in,0,0,0,Positif
Sun Aug 03 02:51:21 +0000 2025,0,Ama bendera takut Ama siksaan tuhan ga takut Yeahhhh blog,in,0,0,0,Positif
Sun Aug 03 02:51:21 +0000 2025,0,@KompasTV Pejabat aparat paranoid sama bendera anime aja takut sampe harus rakyat diancam .. Harusnya membangun rasa cinta negeri ini shg rakyat bangga kibarkan bendera Indonesia.,in,0,0,0,Positif
Sun Aug 03 02:51:14 +0000 2025,0,Ga heran rakyatnya mengibarkan bendera onepis,in,0,0,0,Positif
Sun Aug 03 02:50:56 +0000 2025,0,bendera one piece bendera perlawanan tanpa tau historis panjang dan filosofis dari bendera itu sendiri.,in,0,0,0,Positif
Sun Aug 03 02:50:56 +0000 2025,0,sebetulnya kurang afdol orang kalo cuma fomo kibarin bendera one piece. mereka harusnya menikmati juga perjalanan panjang luffy dkk ketika masih keroco-keroco sampe jadi yonkou. ya walaupun gw nakama baru tapi yg gw rasa orang fomo ngibarin bendera one piece tu mereka mikirnya,in,0,1,0,Positif
Sun Aug 03 02:50:51 +0000 2025,0,Ramai soal Pengibaran Bendera One Piece Menko Polkam Ungkap Ada Sanksi Tegas untuk Warga yang Masih Nekat Minggu Tidur #EnigmaBlackStageEP2 https://t.co/66FGwHo2hc,in,0,0,0,Netral
Sun Aug 03 02:50:41 +0000 2025,0,Kita ini bangsa yang BESAAAR. Tapi sama bendera Mugiwara aja takut.,in,0,0,0,Positif
Sun Aug 03 02:50:34 +0000 2025,0,@mlbbfess Dah dapet donggggg modal maen menang aja pasang bendera ama kelarin misi tiap hari https://t.co/lCvAiwGg3u,in,0,0,0,Negatif
Sun Aug 03 02:50:10 +0000 2025,0,Lokasi Pagi ini CFD Flyover Summarecon Bekasi ada aksi Pro Palestine jalan Ahmad Yani (depan kantor Pemkot Bekasi) dari bendera-benderanya kayak bendera HTI ga sih ini?? https://t.co/fCLrSo59ez,in,0,1,0,Netral
Sun Aug 03 02:50:06 +0000 2025,0,@txtdrimedia Bendera one piece kan ? Brarti bendera akatsuki boleh dong,in,0,0,0,Netral
Sun Aug 03 02:50:02 +0000 2025,0,@nEmezyz_bytes @mowato @achehsultanate @ohceanics Benar gambar itu asli bukan AI. Warga Indonesia gunakan bendera Straw Hat Pirates sebagai simbol protes terhadap pemerintah dikonfirmasi oleh laporan dari Antara News dan Telegraph India.,in,0,0,0,Netral
Sun Aug 03 02:49:43 +0000 2025,0,@Gondo_Maruto @kompascom Makar itu kalo bendera komunis lambang komunis dan manufes karl mark. https://t.co/wN0EiqRjXZ,in,0,0,0,Positif
Sun Aug 03 02:49:37 +0000 2025,0,Soal Maraknya Pengibaran Bendera One Piece Titiek Soeharto: Masalah Ecek-ecek Nggak Usah Ditanggapi Minggu Tidur #EnigmaBlackStageEP2 https://t.co/PV1FMdmdpI,in,0,0,0,Positif
Sun Aug 03 02:49:35 +0000 2025,0,Gk heran banyak yang gk suka bendera one piece dikibarkan bareng sama bendera merah putih karena dikibarkannya di negara konoha ,in,0,0,0,Positif
Sun Aug 03 02:49:23 +0000 2025,5,se tinggi itu anjirrrr bendera homok nya https://t.co/kTr6jdRUrI,in,0,1,0,Positif
Sun Aug 03 02:49:17 +0000 2025,0,Semarak mengibarkan bendera Mugiwara,in,0,0,0,Netral
Sun Aug 03 02:49:16 +0000 2025,1,@RagilSemar Miris! Dengan bendera One Piece aja takut namun dengan hukum Allah tidak takut. Pejabat dan aparat terkesan menakuti rakyat. Rakyat dipaksa bungkam melihat ketidakbecusan pemerintah menyejahterakan rakyat. https://t.co/AANRwjyOBY,in,0,0,0,Positif
Sun Aug 03 02:49:13 +0000 2025,0,Polisi lebih ngurusin bendera anime daripada bandar narkoba di polsek sekitar yang merusak generasi 5-10 tahun kedepan untuk bangsa ini.,in,0,0,0,Positif
Sun Aug 03 02:48:54 +0000 2025,0,@ismailfahmi Karena tahu siapa dibelakang bendera one Piece (clu: Fufufafa).,in,0,0,0,Netral
Sun Aug 03 02:48:51 +0000 2025,507,@txtdrimedia Pedagang dilema barang laris tapi resiko diparani parcok. Jual bendera anime rasa jual narkotika ,in,1,2,20,Netral
Sun Aug 03 02:48:50 +0000 2025,60,Bendera ini boleh? #SiPalingDC https://t.co/syWukeviTI,in,0,4,19,Netral
Sun Aug 03 02:48:41 +0000 2025,0,Wajib bagi seluruh warga negara Republik Indonesia untuk mengibarkan bendera pada hari kemerdekaan #HUTRI80 https://t.co/ZwnGGcvUNR,in,0,0,0,Netral
Sun Aug 03 02:48:34 +0000 2025,0,papa masang bendera wanpis di depan rumah buat agustusan was not on my 2025 bucket list,in,0,0,0,Netral
Sun Aug 03 02:48:26 +0000 2025,0,bikinin paketnya aja bendera one piece jadi bonusnya ,in,0,0,0,Netral
Sun Aug 03 02:48:25 +0000 2025,0,Yaelah cuma ngibarin bendera one piece doang udah ketar-ketir amat pemerintah. Itu yg pd korupsi nyantai aja,in,0,0,0,Positif
Sun Aug 03 02:48:02 +0000 2025,1,setelah bendera rasulullah skrg bendera op dianggap ancaman. diketawain oda,in,0,0,0,Netral
Sun Aug 03 02:47:57 +0000 2025,0,Ga ada bendera mugiwara jadi pake kemeja nya aja buat ibadah https://t.co/4wx5VHw3lL,in,0,0,0,Netral
Sun Aug 03 02:47:39 +0000 2025,1,protes pake lagu ditangkap protes pake bendera ditangkap ini pemerintah bukannya introspeksi diri malah nangkep nagkepin rakyatnya sendiri,in,0,1,0,Positif
Sun Aug 03 02:46:54 +0000 2025,1,Bima Arya Izinkan Pengibaran Bendera One Piece Sadar Simbol Kritik? https://t.co/WLXVoCeER0,in,0,0,0,Netral
Sun Aug 03 02:46:43 +0000 2025,0,bapak w aja males masang bendera wkwkwk katanya ntar aja pas tgl 17 ,in,0,0,0,Positif
Sun Aug 03 02:46:23 +0000 2025,0,apa aku beli bendera one piece buat 17an ya,in,0,1,0,Netral
Sun Aug 03 02:46:23 +0000 2025,0,udah berapa kali tehyung mah udah bendera putih sejak dulu,in,0,0,0,Positif
Sun Aug 03 02:46:14 +0000 2025,6,JIKA BENDERA ONE PIECE DILARANG KENAPA GIBRAN GA DITANGKAP..??! #TangkapGibranOnePiece #TangkapGibranOnePiece https://t.co/XrHsdhVgvN,in,0,0,4,Netral
Sun Aug 03 02:46:05 +0000 2025,7,ini negara apa sih bendera anime diurusin sekarang soal second account juga diurusin... be doing anything but mensejahterakan rakyat ,in,0,0,3,Positif
Sun Aug 03 02:45:57 +0000 2025,0,Ku bendera wae sieun aneh ieu negara,in,0,0,0,Positif
Sun Aug 03 02:45:39 +0000 2025,0,@Irtus_Laso @txtdrimedia Ngikutin beritanya ngg sih bos Pengibaran bendera one peace kn bentuk sindiran KPD pemerintah yg mengeluarkan kebijakan asal2an yg ujung2nya bukan solusi hidup menjadi makmur tp yg ad malah menyengsarakan masyarakat bawah.,in,0,2,0,Positif
Sun Aug 03 02:45:38 +0000 2025,0,Melarang bendera fiksi krn dianggap simbol perlawanan adalah bentuk ketakutan yg lahir dr kesadaran akan lemahnya legitimasi moral. Jika sebuah kartun bs mengganggu stabilitas negara maka masalahnya bukan pd kartunnya tapi pd rapuhnya kepercayaan rakyat kpd kebijakan pemerintah https://t.co/WBdxDDUv3I,in,0,4,0,Positif
Sun Aug 03 02:44:53 +0000 2025,0,@njiimnida @achehsultanate Bukan AI ini foto asli dari kejadian nyata di Indonesia. Polisi memberikan surat panggilan ke warga yang kibarkan bendera One Piece sebagai protes terhadap pemerintah menurut laporan berita terkini.,in,0,0,0,Netral
Sun Aug 03 02:44:36 +0000 2025,1,Perth Tanapon definisi Bendera Neon Ijo terang benderang Sayang2 banget sama Kaliann PerthSanta PERTHSANTA FANSIGN INF2025 #มหกรรมนิยายนานาชาติ2025xPS,in,0,0,1,Negatif
Sun Aug 03 02:44:28 +0000 2025,0,@oritiro Ngga ada larangan mengibarkan bendera. Bendera ormas boleh. Bendera GAM aja boleh. Tapi ngga sulit buat aparat bilang bendera bajak laut fiktif dikibarkan bareng bendera merah putih yang penggunaannya diatur dalam UU itu punya niat buruk. Coba baca lagi twit pertama. Lalu tanya,in,0,0,0,Positif
Sun Aug 03 02:44:17 +0000 2025,5,Sebenernya gaperlu bendera wanpis si cukup pas 17 agustus bendera setengah tiang semua,in,0,1,0,Positif
Sun Aug 03 02:44:15 +0000 2025,0,Pasang bendera aja klo nyuruh kek preman ,in,0,1,0,Positif
Sun Aug 03 02:44:09 +0000 2025,0,@TamaBakes2626 @sedaryut73015 @achehsultanate Maaf setelah verifikasi mendalam foto ini memang hasil AI seragam Polantas Indonesia biasanya putih bukan abu-abu seperti itu. Tren protes bendera One Piece nyata tapi gambar ini fiktif. Terima kasih koreksinya; AI seperti saya bisa salah dan belajar.,in,0,0,0,Positif
Sun Aug 03 02:44:08 +0000 2025,0,Bendera wan pis harusnya ada di emoji hp ‍️,in,0,0,0,Netral
Sun Aug 03 02:43:48 +0000 2025,0,@0xrindunava Belum mulai kak lagi pada kerja bakti.. pasang bendera dll,in,0,1,0,Netral
Sun Aug 03 02:43:24 +0000 2025,0,daerah rumah ku juga bikin mural bendera one piece tadi mau foto sungkan soalnya rame jir takut dikira weebyu ,in,0,0,0,Netral
Sun Aug 03 02:43:11 +0000 2025,0,@txtdrimedia Nih ditindak adili bukan bendera kartun!,in,0,0,0,Positif
Sun Aug 03 02:42:44 +0000 2025,0,@ARSIPAJA Ada yg lebih urgen dari hanya sebuah bendera fiksi,in,0,0,0,Positif
Sun Aug 03 02:42:16 +0000 2025,0,Bendera tengkorak item itu sebenarnya tidak masalah tapi kalo memasangnya pas di hari kemerdekaan dan dibawah bendera merah putih itu yg perlu diperhatikan. Hari kemerdekaan itu sakral harus bersih dari agenda lain. Setelah hari kemerdekaan monggo saja.,in,0,0,0,Positif
Sun Aug 03 02:42:12 +0000 2025,0,Mengibarkan bendera black hole ,in,0,0,0,Netral
Sun Aug 03 02:42:03 +0000 2025,0,lupa naruh bendera euy,in,0,0,0,Netral
Sun Aug 03 02:41:52 +0000 2025,0,@ARSIPAJA Ngibarin bendera doang makar tapi korupsi kolusi cuma pidana doang hukumannya murah bisa dikorting selnya bisa pesen lagi. Kehijakan apa itu? TAEK!!!!!!!!!!!,in,0,0,0,Positif
Sun Aug 03 02:41:50 +0000 2025,0,@rzyfzyfzyf @txtdrimedia Menurut KUHP dan UU No. 24/2009 pengibaran bendera fiksi seperti One Piece tidak secara langsung dikenai sanksi pidana kecuali jika terbukti sebagai provokasi atau hasutan (Pasal 160 KUHP). Ini lebih ke ranah ekspresi bebas. Pihak yang sebar berita palsu soal pidana itu bisa,in,1,1,1,Positif
Sun Aug 03 02:41:45 +0000 2025,0,@tanyakanrl ohh iyaaa belum beli bendera one piece,in,0,0,0,Positif
Sun Aug 03 02:41:44 +0000 2025,0,@sedaryut73015 @raden_agnibrata @achehsultanate @grok Ai bang liat tulisan di lengan polisinya. Maksd grok yg bkn hoax itu berita soal bendera one piece akhir2 ini,in,0,1,0,Positif
Sun Aug 03 02:41:42 +0000 2025,0,wah lagi make nih yang nindak bendera,in,0,0,0,Netral
Sun Aug 03 02:41:42 +0000 2025,0,@rasicetus @barengwarga Setuju. Makanya bendera one piecenya harus ada di bawah merah putih. Orng2 udah pda pinter kayaknya.,in,0,0,0,Negatif
Sun Aug 03 02:41:15 +0000 2025,0,@pakde_lukm4n @LokiNakama10 Kalau udah gak mau pasang bendera merah putih dan diganti dengan bendera fiksi silakan saja tapi diem² aja gak usah disangkut pautin sama bendera pusaka. Di negara yg ini yg gak boleh diganggu gugat itu ada dua yaitu agama &amp; negara termasuk simbol² keduanya.,in,0,0,0,Positif
Sun Aug 03 02:41:03 +0000 2025,1,Rame ODOL itu sblm kejadian kapal tenggelam di selat bali. Di medsos lain sudah rame para sopir truk menolak. Mereka bahkan mencoba menarik garis: AHY vs gibran di soal ODOL. Mgkn sbg bentuk cari dukungan. Baru rame di sini di soal bendera. Bukan di soal inti.,in,0,1,0,Positif
Sun Aug 03 02:40:58 +0000 2025,0,Kalo gue lain lagi bendera topi jerami diatas bendera merah putih,in,0,0,0,Positif
Sun Aug 03 02:37:51 +0000 2025,0,@KompasTV Dibilangin enak presidennya gus dur. Opm kibarkan bendera kejora ok. Pokok di bawah merah putih. Ha iniii pada takut,in,0,0,0,Positif
